Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
753,1585916020,jayseth (1/3),0,346.3,P Rafael Nadal P Gael Monfils P Andrey Rublev P Diego Sebastian Schwartzman P Julia Goerges P Belinda Bencic,,,,,
753,1585953422,Palici2 (1/2),0,346.3,P Rafael Nadal P Gael Monfils P Andrey Rublev P Diego Sebastian Schwartzman P Julia Goerges P Belinda Bencic,,,,,
753,1585971405,LockStockLad,0,346.3,P Rafael Nadal P Gael Monfils P Andrey Rublev P Diego Sebastian Schwartzman P Julia Goerges P Belinda Bencic,,,,,
753,1585973465,vandalayindustries,0,346.3,P Rafael Nadal P Gael Monfils P Andrey Rublev P Diego Sebastian Schwartzman P Julia Goerges P Belinda Bencic,,,,,
753,1585988663,tpz902,0,346.3,P Rafael Nadal P Gael Monfils P Andrey Rublev P Diego Sebastian Schwartzman P Julia Goerges P Belinda Bencic,,,,,
753,1585995244,Colechiefus,0,346.3,P Rafael Nadal P Gael Monfils P Andrey Rublev P Diego Sebastian Schwartzman P Julia Goerges P Belinda Bencic,,,,,
753,1586005993,Lkcochran (4/5),0,346.3,P Rafael Nadal P Gael Monfils P Andrey Rublev P Diego Sebastian Schwartzman P Julia Goerges P Belinda Bencic,,,,,
753,1586012549,dragonnet,0,346.3,P Rafael Nadal P Gael Monfils P Andrey Rublev P Diego Sebastian Schwartzman P Julia Goerges P Belinda Bencic,,,,,
753,1586020503,mmcnally14 (1/2),0,346.3,P Rafael Nadal P Gael Monfils P Andrey Rublev P Diego Sebastian Schwartzman P Julia Goerges P Belinda Bencic,,,,,
753,1586034682,MARKJONZ10 (1/2),0,346.3,P Rafael Nadal P Gael Monfils P Andrey Rublev P Diego Sebastian Schwartzman P Julia Goerges P Belinda Bencic,,,,,
753,1586050028,Victini2020,0,346.3,P Rafael Nadal P Gael Monfils P Andrey Rublev P Diego Sebastian Schwartzman P Julia Goerges P Belinda Bencic,,,,,
753,1586066276,BCal22 (2/2),0,346.3,P Rafael Nadal P Gael Monfils P Andrey Rublev P Diego Sebastian Schwartzman P Julia Goerges P Belinda Bencic,,,,,
753,1586069837,jetsfan196 (1/2),0,346.3,P Rafael Nadal P Gael Monfils P Andrey Rublev P Diego Sebastian Schwartzman P Julia Goerges P Belinda Bencic,,,,,
753,1586070419,santorum (10/13),0,346.3,P Rafael Nadal P Gael Monfils P Andrey Rublev P Diego Sebastian Schwartzman P Julia Goerges P Belinda Bencic,,,,,
753,1586071398,jabrell113,0,346.3,P Rafael Nadal P Gael Monfils P Andrey Rublev P Diego Sebastian Schwartzman P Julia Goerges P Belinda Bencic,,,,,
753,1586072310,TheCaliCajun,0,346.3,P Rafael Nadal P Gael Monfils P Andrey Rublev P Diego Sebastian Schwartzman P Julia Goerges P Belinda Bencic,,,,,
753,1586073557,Skipbidder (32/94),0,346.3,P Rafael Nadal P Gael Monfils P Andrey Rublev P Diego Sebastian Schwartzman P Julia Goerges P Belinda Bencic,,,,,
753,1586079497,pointshaving,0,346.3,P Rafael Nadal P Gael Monfils P Andrey Rublev P Diego Sebastian Schwartzman P Julia Goerges P Belinda Bencic,,,,,
753,1586082126,THE-HOFF112 (8/11),0,346.3,P Rafael Nadal P Gael Monfils P Andrey Rublev P Diego Sebastian Schwartzman P Julia Goerges P Belinda Bencic,,,,,
753,1586082152,THE-HOFF112 (10/11),0,346.3,P Rafael Nadal P Gael Monfils P Andrey Rublev P Diego Sebastian Schwartzman P Julia Goerges P Belinda Bencic,,,,,
753,1586084491,jayseth (3/3),0,346.3,P Rafael Nadal P Gael Monfils P Andrey Rublev P Diego Sebastian Schwartzman P Julia Goerges P Belinda Bencic,,,,,
753,1586084937,rangerglass (1/2),0,346.3,P Rafael Nadal P Gael Monfils P Andrey Rublev P Diego Sebastian Schwartzman P Julia Goerges P Belinda Bencic,,,,,
753,1586085640,cowboysfan93 (1/7),0,346.3,P Rafael Nadal P Gael Monfils P Andrey Rublev P Diego Sebastian Schwartzman P Julia Goerges P Belinda Bencic,,,,,
753,1586087726,GutFeelings25,0,346.3,P Rafael Nadal P Gael Monfils P Andrey Rublev P Diego Sebastian Schwartzman P Julia Goerges P Belinda Bencic,,,,,
753,1586087778,Tresinator (3/4),0,346.3,P Rafael Nadal P Gael Monfils P Andrey Rublev P Diego Sebastian Schwartzman P Julia Goerges P Belinda Bencic,,,,,
753,1586088916,Djjaystarr (1/2),0,346.3,P Rafael Nadal P Gael Monfils P Andrey Rublev P Diego Sebastian Schwartzman P Julia Goerges P Belinda Bencic,,,,,
753,1586094724,LeVicomte (9/27),0,346.3,P Rafael Nadal P Gael Monfils P Andrey Rublev P Diego Sebastian Schwartzman P Julia Goerges P Belinda Bencic,,,,,
753,1586102499,Stryder515 (1/2),0,346.3,P Rafael Nadal P Gael Monfils P Andrey Rublev P Diego Sebastian Schwartzman P Julia Goerges P Belinda Bencic,,,,,
753,1586106083,duane-weighed,0,346.3,P Rafael Nadal P Gael Monfils P Andrey Rublev P Diego Sebastian Schwartzman P Julia Goerges P Belinda Bencic,,,,,
753,1586109708,AcesEdy (11/20),0,346.3,P Rafael Nadal P Gael Monfils P Andrey Rublev P Diego Sebastian Schwartzman P Julia Goerges P Belinda Bencic,,,,,
753,1586110085,dictator_teddy (93/94),0,346.3,P Rafael Nadal P Gael Monfils P Andrey Rublev P Diego Sebastian Schwartzman P Julia Goerges P Belinda Bencic,,,,,
753,1586118002,nickrambo,0,346.3,P Rafael Nadal P Gael Monfils P Andrey Rublev P Diego Sebastian Schwartzman P Julia Goerges P Belinda Bencic,,,,,
753,1586118053,lk3114 (1/2),0,346.3,P Rafael Nadal P Gael Monfils P Andrey Rublev P Diego Sebastian Schwartzman P Julia Goerges P Belinda Bencic,,,,,
753,1586118277,dkw793 (29/30),0,346.3,P Rafael Nadal P Gael Monfils P Andrey Rublev P Diego Sebastian Schwartzman P Julia Goerges P Belinda Bencic,,,,,
753,1586118403,JBro990,0,346.3,P Rafael Nadal P Gael Monfils P Andrey Rublev P Diego Sebastian Schwartzman P Julia Goerges P Belinda Bencic,,,,,
753,1586119622,medward13,0,346.3,P Rafael Nadal P Gael Monfils P Andrey Rublev P Diego Sebastian Schwartzman P Julia Goerges P Belinda Bencic,,,,,
753,1586121850,Ashostak,0,346.3,P Rafael Nadal P Gael Monfils P Andrey Rublev P Diego Sebastian Schwartzman P Julia Goerges P Belinda Bencic,,,,,
753,1586125577,msg365 (67/94),0,346.3,P Rafael Nadal P Gael Monfils P Andrey Rublev P Diego Sebastian Schwartzman P Julia Goerges P Belinda Bencic,,,,,
753,1586126702,chetaitis (2/2),0,346.3,P Rafael Nadal P Gael Monfils P Andrey Rublev P Diego Sebastian Schwartzman P Julia Goerges P Belinda Bencic,,,,,
753,1586128452,deltfish,0,346.3,P Rafael Nadal P Gael Monfils P Andrey Rublev P Diego Sebastian Schwartzman P Julia Goerges P Belinda Bencic,,,,,
753,1586129741,jonasreece (2/3),0,346.3,P Rafael Nadal P Gael Monfils P Andrey Rublev P Diego Sebastian Schwartzman P Julia Goerges P Belinda Bencic,,,,,
753,1586130423,JBerg9er (9/10),0,346.3,P Rafael Nadal P Gael Monfils P Andrey Rublev P Diego Sebastian Schwartzman P Julia Goerges P Belinda Bencic,,,,,
753,1586134069,Chiemo,0,346.3,P Rafael Nadal P Gael Monfils P Andrey Rublev P Diego Sebastian Schwartzman P Julia Goerges P Belinda Bencic,,,,,
753,1586137989,Dillymonkeys,0,346.3,P Rafael Nadal P Gael Monfils P Andrey Rublev P Diego Sebastian Schwartzman P Julia Goerges P Belinda Bencic,,,,,
753,1586148038,rangerglass (2/2),0,346.3,P Rafael Nadal P Gael Monfils P Andrey Rublev P Diego Sebastian Schwartzman P Julia Goerges P Belinda Bencic,,,,,
753,1586158452,tmamikonyan (2/3),0,346.3,P Rafael Nadal P Gael Monfils P Andrey Rublev P Diego Sebastian Schwartzman P Julia Goerges P Belinda Bencic,,,,,
753,1586159586,Marchentus,0,346.3,P Rafael Nadal P Gael Monfils P Andrey Rublev P Diego Sebastian Schwartzman P Julia Goerges P Belinda Bencic,,,,,
753,1586161028,CJM8151982 (1/2),0,346.3,P Rafael Nadal P Gael Monfils P Andrey Rublev P Diego Sebastian Schwartzman P Julia Goerges P Belinda Bencic,,,,,
753,1586161907,x-parrot (4/5),0,346.3,P Rafael Nadal P Gael Monfils P Andrey Rublev P Diego Sebastian Schwartzman P Julia Goerges P Belinda Bencic,,,,,
753,1586161975,bigbeauty12,0,346.3,P Rafael Nadal P Gael Monfils P Andrey Rublev P Diego Sebastian Schwartzman P Julia Goerges P Belinda Bencic,,,,,
753,1586163667,SoulTaker904 (2/2),0,346.3,P Rafael Nadal P Gael Monfils P Andrey Rublev P Diego Sebastian Schwartzman P Julia Goerges P Belinda Bencic,,,,,
753,1586166201,tparker100 (1/6),0,346.3,P Rafael Nadal P Gael Monfils P Andrey Rublev P Diego Sebastian Schwartzman P Julia Goerges P Belinda Bencic,,,,,
753,1586166740,thespear007 (1/3),0,346.3,P Rafael Nadal P Gael Monfils P Andrey Rublev P Diego Sebastian Schwartzman P Julia Goerges P Belinda Bencic,,,,,
753,1586166761,SouthPhilly77 (1/2),0,346.3,P Rafael Nadal P Gael Monfils P Andrey Rublev P Diego Sebastian Schwartzman P Julia Goerges P Belinda Bencic,,,,,
753,1586171011,JDan007 (2/3),0,346.3,P Rafael Nadal P Gael Monfils P Andrey Rublev P Diego Sebastian Schwartzman P Julia Goerges P Belinda Bencic,,,,,
753,1586176509,lordchew,0,346.3,P Rafael Nadal P Gael Monfils P Andrey Rublev P Diego Sebastian Schwartzman P Julia Goerges P Belinda Bencic,,,,,
753,1586178491,psumav (5/10),0,346.3,P Rafael Nadal P Gael Monfils P Andrey Rublev P Diego Sebastian Schwartzman P Julia Goerges P Belinda Bencic,,,,,
753,1586179164,tmarzy (1/2),0,346.3,P Rafael Nadal P Gael Monfils P Andrey Rublev P Diego Sebastian Schwartzman P Julia Goerges P Belinda Bencic,,,,,
753,1586182368,bettissimo (16/16),0,346.3,P Rafael Nadal P Gael Monfils P Andrey Rublev P Diego Sebastian Schwartzman P Julia Goerges P Belinda Bencic,,,,,
753,1586186211,schube4402,0,346.3,P Rafael Nadal P Gael Monfils P Andrey Rublev P Diego Sebastian Schwartzman P Julia Goerges P Belinda Bencic,,,,,
753,1586188391,hoescha76,0,346.3,P Rafael Nadal P Gael Monfils P Andrey Rublev P Diego Sebastian Schwartzman P Julia Goerges P Belinda Bencic,,,,,
753,1586192161,bric75 (11/94),0,346.3,P Rafael Nadal P Gael Monfils P Andrey Rublev P Diego Sebastian Schwartzman P Julia Goerges P Belinda Bencic,,,,,
753,1586201069,agoldie95,0,346.3,P Rafael Nadal P Gael Monfils P Andrey Rublev P Diego Sebastian Schwartzman P Julia Goerges P Belinda Bencic,,,,,
753,1586201405,gje627 (3/4),0,346.3,P Rafael Nadal P Gael Monfils P Andrey Rublev P Diego Sebastian Schwartzman P Julia Goerges P Belinda Bencic,,,,,
753,1586205576,jscott2493 (4/4),0,346.3,P Rafael Nadal P Gael Monfils P Andrey Rublev P Diego Sebastian Schwartzman P Julia Goerges P Belinda Bencic,,,,,
819,1585868145,tart23,0,346.1,P Rafael Nadal P Gael Monfils P Bianca Vanessa Andreescu P Julia Goerges P Matteo Berrettini P Kristie Haerim Ahn,,,,,
819,1585876771,tsupitcher,0,346.1,P Rafael Nadal P Gael Monfils P Bianca Vanessa Andreescu P Julia Goerges P Matteo Berrettini P Kristie Haerim Ahn,,,,,
819,1585895053,Madhands03 (1/4),0,346.1,P Rafael Nadal P Gael Monfils P Bianca Vanessa Andreescu P Julia Goerges P Matteo Berrettini P Kristie Haerim Ahn,,,,,
819,1585930920,steveparbs (3/3),0,346.1,P Rafael Nadal P Gael Monfils P Bianca Vanessa Andreescu P Julia Goerges P Matteo Berrettini P Kristie Haerim Ahn,,,,,
819,1585961877,wsdan75 (1/2),0,346.1,P Rafael Nadal P Gael Monfils P Bianca Vanessa Andreescu P Julia Goerges P Matteo Berrettini P Kristie Haerim Ahn,,,,,
819,1585976544,Astronaut42,0,346.1,P Rafael Nadal P Gael Monfils P Bianca Vanessa Andreescu P Julia Goerges P Matteo Berrettini P Kristie Haerim Ahn,,,,,
819,1585991672,viditm (3/10),0,346.1,P Rafael Nadal P Gael Monfils P Bianca Vanessa Andreescu P Julia Goerges P Matteo Berrettini P Kristie Haerim Ahn,,,,,
819,1586007501,Rockingham (2/3),0,346.1,P Rafael Nadal P Gael Monfils P Bianca Vanessa Andreescu P Julia Goerges P Matteo Berrettini P Kristie Haerim Ahn,,,,,
819,1586014103,e5kap0 (1/2),0,346.1,P Rafael Nadal P Gael Monfils P Bianca Vanessa Andreescu P Julia Goerges P Matteo Berrettini P Kristie Haerim Ahn,,,,,
819,1586021828,bektennis17 (1/3),0,346.1,P Rafael Nadal P Gael Monfils P Bianca Vanessa Andreescu P Julia Goerges P Matteo Berrettini P Kristie Haerim Ahn,,,,,
819,1586022337,Rootyjaxx00 (1/3),0,346.1,P Rafael Nadal P Gael Monfils P Bianca Vanessa Andreescu P Julia Goerges P Matteo Berrettini P Kristie Haerim Ahn,,,,,
819,1586067073,Shamrock1965,0,346.1,P Rafael Nadal P Gael Monfils P Bianca Vanessa Andreescu P Julia Goerges P Matteo Berrettini P Kristie Haerim Ahn,,,,,
819,1586068372,forest-fire (3/6),0,346.1,P Rafael Nadal P Gael Monfils P Bianca Vanessa Andreescu P Julia Goerges P Matteo Berrettini P Kristie Haerim Ahn,,,,,
819,1586069556,stlcardinals84 (1/2),0,346.1,P Rafael Nadal P Gael Monfils P Bianca Vanessa Andreescu P Julia Goerges P Matteo Berrettini P Kristie Haerim Ahn,,,,,
819,1586070317,yayo1986 (4/16),0,346.1,P Rafael Nadal P Gael Monfils P Bianca Vanessa Andreescu P Julia Goerges P Matteo Berrettini P Kristie Haerim Ahn,,,,,
819,1586071984,dixie3113 (2/3),0,346.1,P Rafael Nadal P Gael Monfils P Bianca Vanessa Andreescu P Julia Goerges P Matteo Berrettini P Kristie Haerim Ahn,,,,,
819,1586072222,JubPapa (1/20),0,346.1,P Rafael Nadal P Gael Monfils P Bianca Vanessa Andreescu P Julia Goerges P Matteo Berrettini P Kristie Haerim Ahn,,,,,
819,1586073532,Skipbidder (7/94),0,346.1,P Rafael Nadal P Gael Monfils P Bianca Vanessa Andreescu P Julia Goerges P Matteo Berrettini P Kristie Haerim Ahn,,,,,
819,1586079115,Nickthegreek75 (1/4),0,346.1,P Rafael Nadal P Gael Monfils P Bianca Vanessa Andreescu P Julia Goerges P Matteo Berrettini P Kristie Haerim Ahn,,,,,
819,1586080134,pianoclub (50/94),0,346.1,P Rafael Nadal P Gael Monfils P Bianca Vanessa Andreescu P Julia Goerges P Matteo Berrettini P Kristie Haerim Ahn,,,,,
819,1586082484,skurwiel,0,346.1,P Rafael Nadal P Gael Monfils P Bianca Vanessa Andreescu P Julia Goerges P Matteo Berrettini P Kristie Haerim Ahn,,,,,
819,1586087216,Cannn (40/47),0,346.1,P Rafael Nadal P Gael Monfils P Bianca Vanessa Andreescu P Julia Goerges P Matteo Berrettini P Kristie Haerim Ahn,,,,,
819,1586102777,joey1956,0,346.1,P Rafael Nadal P Gael Monfils P Bianca Vanessa Andreescu P Julia Goerges P Matteo Berrettini P Kristie Haerim Ahn,,,,,
819,1586119662,JBerg9er (2/10),0,346.1,P Rafael Nadal P Gael Monfils P Bianca Vanessa Andreescu P Julia Goerges P Matteo Berrettini P Kristie Haerim Ahn,,,,,
819,1586125519,msg365 (9/94),0,346.1,P Rafael Nadal P Gael Monfils P Bianca Vanessa Andreescu P Julia Goerges P Matteo Berrettini P Kristie Haerim Ahn,,,,,
819,1586127224,CurtBixby,0,346.1,P Rafael Nadal P Gael Monfils P Bianca Vanessa Andreescu P Julia Goerges P Matteo Berrettini P Kristie Haerim Ahn,,,,,
819,1586162264,Jwaz (1/2),0,346.1,P Rafael Nadal P Gael Monfils P Bianca Vanessa Andreescu P Julia Goerges P Matteo Berrettini P Kristie Haerim Ahn,,,,,
819,1586170519,rydagreat (4/5),0,346.1,P Rafael Nadal P Gael Monfils P Bianca Vanessa Andreescu P Julia Goerges P Matteo Berrettini P Kristie Haerim Ahn,,,,,
819,1586170817,ummmno9898 (5/5),0,346.1,P Rafael Nadal P Gael Monfils P Bianca Vanessa Andreescu P Julia Goerges P Matteo Berrettini P Kristie Haerim Ahn,,,,,
819,1586172793,adamsponholz,0,346.1,P Rafael Nadal P Gael Monfils P Bianca Vanessa Andreescu P Julia Goerges P Matteo Berrettini P Kristie Haerim Ahn,,,,,
819,1586179362,tmarzy (2/2),0,346.1,P Rafael Nadal P Gael Monfils P Bianca Vanessa Andreescu P Julia Goerges P Matteo Berrettini P Kristie Haerim Ahn,,,,,
819,1586182751,jtd1008 (1/2),0,346.1,P Rafael Nadal P Gael Monfils P Bianca Vanessa Andreescu P Julia Goerges P Matteo Berrettini P Kristie Haerim Ahn,,,,,
819,1586186286,snowman_24 (2/2),0,346.1,P Rafael Nadal P Gael Monfils P Bianca Vanessa Andreescu P Julia Goerges P Matteo Berrettini P Kristie Haerim Ahn,,,,,
819,1586192170,bric75 (20/94),0,346.1,P Rafael Nadal P Gael Monfils P Bianca Vanessa Andreescu P Julia Goerges P Matteo Berrettini P Kristie Haerim Ahn,,,,,
819,1586192549,usta2019,0,346.1,P Rafael Nadal P Gael Monfils P Bianca Vanessa Andreescu P Julia Goerges P Matteo Berrettini P Kristie Haerim Ahn,,,,,
819,1586193069,richie13009 (3/3),0,346.1,P Rafael Nadal P Gael Monfils P Bianca Vanessa Andreescu P Julia Goerges P Matteo Berrettini P Kristie Haerim Ahn,,,,,
855,1585998387,Lkcochran (1/5),0,346,P Gael Monfils P Elise Mertens P Naomi Osaka P Donna Vekic P Diego Sebastian Schwartzman P Marin Cilic,,,,,
855,1586077506,Ramboh (19/94),0,346,P Gael Monfils P Elise Mertens P Naomi Osaka P Donna Vekic P Diego Sebastian Schwartzman P Marin Cilic,,,,,
857,1586168395,bmac5888,0,345.95,P Bianca Vanessa Andreescu P Elise Mertens P Donna Vekic P Diego Sebastian Schwartzman P Belinda Bencic P Pablo Andujar,,,,,
858,1585992668,MaxH2468,0,345.85,P Rafael Nadal P Gael Monfils P Elise Mertens P Alexander Zverev P Belinda Bencic P Taylor Townsend,,,,,
858,1586071708,Wagboys (6/7),0,345.85,P Rafael Nadal P Gael Monfils P Elise Mertens P Alexander Zverev P Belinda Bencic P Taylor Townsend,,,,,
858,1586073577,Skipbidder (52/94),0,345.85,P Rafael Nadal P Gael Monfils P Elise Mertens P Alexander Zverev P Belinda Bencic P Taylor Townsend,,,,,
858,1586080175,pianoclub (91/94),0,345.85,P Rafael Nadal P Gael Monfils P Elise Mertens P Alexander Zverev P Belinda Bencic P Taylor Townsend,,,,,
858,1586084277,Ramboh (57/94),0,345.85,P Rafael Nadal P Gael Monfils P Elise Mertens P Alexander Zverev P Belinda Bencic P Taylor Townsend,,,,,
858,1586125864,thebestplayer92 (9/10),0,345.85,P Rafael Nadal P Bianca Vanessa Andreescu P Donna Vekic P Diego Sebastian Schwartzman P Matteo Berrettini P Pablo Andujar,,,,,
858,1586192178,bric75 (28/94),0,345.85,P Rafael Nadal P Gael Monfils P Elise Mertens P Alexander Zverev P Belinda Bencic P Taylor Townsend,,,,,
865,1586125562,msg365 (52/94),0,345.35,P Rafael Nadal P Gael Monfils P Julia Goerges P Matteo Berrettini P Belinda Bencic P Kristie Haerim Ahn,,,,,
866,1586125518,msg365 (8/94),0,345.15,P Rafael Nadal P Bianca Vanessa Andreescu P Donna Vekic P Matteo Berrettini P Belinda Bencic P Kristie Haerim Ahn,,,,,
867,1586075379,kfarley17 (3/3),0,344.7,P Gael Monfils P Elise Mertens P Andrey Rublev P Donna Vekic P Diego Sebastian Schwartzman P Taylor Townsend,,,,,
867,1586084369,Ramboh (79/94),0,344.7,P Gael Monfils P Elise Mertens P Andrey Rublev P Donna Vekic P Diego Sebastian Schwartzman P Taylor Townsend,,,,,
867,1586174192,bettissimo (13/16),0,344.7,P Gael Monfils P Elise Mertens P Andrey Rublev P Donna Vekic P Diego Sebastian Schwartzman P Taylor Townsend,,,,,
867,1586180046,MDStrength19 (1/2),0,344.7,P Gael Monfils P Elise Mertens P Andrey Rublev P Donna Vekic P Diego Sebastian Schwartzman P Taylor Townsend,,,,,
871,1586084256,Ramboh (52/94),0,344.45,P Rafael Nadal P Elise Mertens P Naomi Osaka P Diego Sebastian Schwartzman P Matteo Berrettini P Taylor Townsend,,,,,
872,1586171889,dcole2533 (2/3),0,344.1,P Rafael Nadal P Elise Mertens P Naomi Osaka P Diego Sebastian Schwartzman P Julia Goerges P Belinda Bencic,,,,,
873,1586079690,Cannn (9/47),0,344.05,P Rafael Nadal P Elise Mertens P Alexander Zverev P Julia Goerges P Matteo Berrettini P Belinda Bencic,,,,,
873,1586080123,pianoclub (39/94),0,344.05,P Rafael Nadal P Elise Mertens P Alexander Zverev P Julia Goerges P Matteo Berrettini P Belinda Bencic,,,,,
873,1586110062,dictator_teddy (70/94),0,344.05,P Rafael Nadal P Elise Mertens P Alexander Zverev P Julia Goerges P Matteo Berrettini P Belinda Bencic,,,,,
873,1586125584,msg365 (74/94),0,344.05,P Rafael Nadal P Elise Mertens P Alexander Zverev P Julia Goerges P Matteo Berrettini P Belinda Bencic,,,,,
877,1586140104,DoflamingoFTW (3/4),0,343.65,P Rafael Nadal P Bianca Vanessa Andreescu P Donna Vekic P Alexander Zverev P Diego Sebastian Schwartzman P Belinda Bencic,,,,,
877,1586201161,RodgersTheGOAT (1/2),0,343.65,P Rafael Nadal P Bianca Vanessa Andreescu P Donna Vekic P Alexander Zverev P Diego Sebastian Schwartzman P Belinda Bencic,,,,,
879,1586031123,slapshots31,0,343.4,P Gael Monfils P Bianca Vanessa Andreescu P Naomi Osaka P Diego Sebastian Schwartzman P Matteo Berrettini P Marin Cilic,,,,,
880,1586153286,daryl174,0,343.05,P Rafael Nadal P Gael Monfils P Bianca Vanessa Andreescu P Julia Goerges P Matteo Berrettini P Pablo Andujar,,,,,
881,1585973898,bettissimo (1/16),0,341.75,P Gael Monfils P Bianca Vanessa Andreescu P Andrey Rublev P Diego Sebastian Schwartzman P Julia Goerges P Belinda Bencic,,,,,
881,1586021525,RetroFury (10/14),0,341.75,P Gael Monfils P Bianca Vanessa Andreescu P Andrey Rublev P Diego Sebastian Schwartzman P Julia Goerges P Belinda Bencic,,,,,
881,1586042136,MARKJONZ10 (2/2),0,341.75,P Gael Monfils P Bianca Vanessa Andreescu P Andrey Rublev P Diego Sebastian Schwartzman P Julia Goerges P Belinda Bencic,,,,,
881,1586052852,kfarley17 (2/3),0,341.75,P Gael Monfils P Bianca Vanessa Andreescu P Andrey Rublev P Diego Sebastian Schwartzman P Julia Goerges P Belinda Bencic,,,,,
881,1586058026,nymanluke,0,341.75,P Gael Monfils P Bianca Vanessa Andreescu P Andrey Rublev P Diego Sebastian Schwartzman P Julia Goerges P Belinda Bencic,,,,,
881,1586072229,JubPapa (8/20),0,341.75,P Gael Monfils P Bianca Vanessa Andreescu P Andrey Rublev P Diego Sebastian Schwartzman P Julia Goerges P Belinda Bencic,,,,,
881,1586073368,tneal11,0,341.75,P Gael Monfils P Bianca Vanessa Andreescu P Andrey Rublev P Diego Sebastian Schwartzman P Julia Goerges P Belinda Bencic,,,,,
881,1586073587,Skipbidder (62/94),0,341.75,P Gael Monfils P Bianca Vanessa Andreescu P Andrey Rublev P Diego Sebastian Schwartzman P Julia Goerges P Belinda Bencic,,,,,
